Estimate,Year,est,se,CV,lo,hi
SSB,1968,734243.8850302096,1.0957692628551945,0.09164821652294895,613751.1309299958,878391.9988666329
SSB,1969,1095153.2549289826,1.0800808892082443,0.07715037030185917,941676.6265446312,1273643.858170776
SSB,1970,1142894.8010636584,1.0771395240189845,0.07441163676654812,987994.1520095113,1322081.2326081106
SSB,1971,1162718.0648020194,1.0762727747533176,0.07360333188773147,1006717.8167889541,1342891.9958216702
SSB,1972,1178956.4573443762,1.080986197514756,0.07799198256128503,1012072.1915590641,1373358.8768730494
SSB,1973,813851.31409964,1.0838877771544353,0.08068522734572357,694987.6130494985,953044.268739415
SSB,1974,586322.329341501,1.0881435243459718,0.08462397328868076,496858.63151138887,691894.7404389887
SSB,1975,392982.98456311796,1.088043839720541,0.08453186829885183,333079.67591914046,463659.71063820523
SSB,1976,264285.1646487595,1.0719681738591613,0.06958037059463026,230630.8314533603,302850.43770284805
SSB,1977,221379.44301613214,1.0780827030104951,0.07529056141021973,191047.07513769172,256527.65296098444
SSB,1978,207468.27764221007,1.0894937667275237,0.08587082355136078,175385.034467147,245420.51925124752
SSB,1979,184875.96894135472,1.0986654937600442,0.09430492505993907,153739.54273163807,222318.3657549089
SSB,1980,179281.61158019333,1.1074450736245678,0.10232194059216689,146779.6475222474,218980.60659887854
SSB,1981,156792.2876341491,1.1191015463661076,0.11288331959792293,125759.91779520999,195482.16866348896
SSB,1982,163476.77206207006,1.1182698552392432,0.11213282131361484,131312.60922345164,203519.33574297713
SSB,1983,217646.1438692647,1.0876633221046332,0.08418021598686788,184596.34742068217,256613.11614800317
SSB,1984,437459.40839992184,1.06192132065034,0.06013409068974613,388863.97730895516,492127.69802424824
SSB,1985,488051.2998692085,1.0620993102123195,0.0603021430754028,433693.35466821585,549222.3220396064
SSB,1986,452152.2192890861,1.06569026553139,0.0636871640212895,399143.35584434326,512201.00852129277
SSB,1987,364235.60105614574,1.0704807663556086,0.06818692095349164,318719.6758923324,416251.59383491764
SSB,1988,296973.25004887476,1.0751790299927442,0.07258251058661831,257641.68228083572,342309.17320458585
