Estimate,Year,est,se,CV,lo,hi
SSB,1968,631785.9485562813,1.062106114004545,0.06030856650276768,561412.1452878668,710981.207199378
SSB,1969,940389.9637373931,1.0653428623310872,0.06336013583098446,830672.3421525421,1064599.4082413057
SSB,1970,962378.7592591087,1.069317111022793,0.0670955600862795,843914.2208382512,1097472.7684445747
SSB,1971,963535.2190137955,1.0751204145198459,0.07252777708226364,836012.5443820127,1110509.7938048812
SSB,1972,850905.2304308716,1.0687810800183248,0.06659247178905864,746896.2340290883,969397.9942418836
SSB,1973,486880.65483829967,1.0677388951052602,0.06561368548708676,428185.56302138296,553621.5896282645
SSB,1974,340479.8670679426,1.0631252752703424,0.0612703294792364,301986.05247070116,383880.4439150419
SSB,1975,263284.74264769367,1.0585287656279025,0.056926024513158195,235510.00393014442,294335.07942033425
SSB,1976,237046.61205196774,1.0494507894878569,0.048295095239668545,215649.68769159168,260566.55535563303
SSB,1977,239717.05576384763,1.044398103444356,0.04346124420718709,220151.73296652158,261021.18774975173
SSB,1978,231842.79921326283,1.0464387893227516,0.04541616337308191,212107.1045789923,253414.8191487074
SSB,1979,206025.92550339078,1.0472224337126208,0.04616592787324528,188211.55318004492,225526.442252585
SSB,1980,199175.0610964142,1.050100861209495,0.04891544023053472,180976.8125653593,219203.24709240507
SSB,1981,176649.7477702817,1.0526012161432856,0.05129814905981287,159763.16048604916,195321.20729440023
SSB,1982,192725.62398850056,1.0539950009612196,0.05262408553399384,173850.81179182028,213649.65604091875
SSB,1983,269706.27452985564,1.0540174133217595,0.052645393671809586,243282.13177863433,299000.481412101
SSB,1984,566213.8974428166,1.0557687048530588,0.054309113855603774,509080.61016752647,629759.1604439289
SSB,1985,643652.5516370924,1.0595225313123107,0.05786671932365537,574693.6707890317,720885.9750623979
SSB,1986,611125.8057460306,1.0655896143286585,0.06359242588319514,539579.2717283753,692159.187754608
SSB,1987,511958.0048489871,1.0723148112698477,0.06990486229853649,446481.75107231457,587036.3079778019
SSB,1988,449150.3321830555,1.0833698355815873,0.0802049402146149,383911.0113005383,525475.9956395818
SSB,1989,466488.1160829886,1.1069456133198394,0.10186731562204214,382256.30538328947,569280.7662870507
SSB,1990,284835.23126421595,1.0718727001174841,0.06949097989929658,248607.42794150786,326342.25630791625
SSB,1991,228019.63834831867,1.0635188651513086,0.06164152852551396,202093.6313576673,257271.61773089418
SSB,1992,178910.87466415745,1.0680796069544,0.0659337656912421,157244.21177330535,203562.9846855063
SSB,1993,139341.9406568621,1.057763840233203,0.056201398757658796,124819.04307869816,155554.60086149367
SSB,1994,107277.73301528387,1.0632838599615047,0.06141990749252849,95121.36480697857,120987.6669058706
SSB,1995,109328.78712463954,1.0674405975202341,0.06533337555044293,96201.50523350683,124247.36666159367
SSB,1996,111488.29716946051,1.0703221028404661,0.06803817751206406,97584.74622163623,127372.77993750696
SSB,1997,117758.43647494802,1.0729826724540175,0.07052979103104193,102572.6140613916,135192.5120356656
SSB,1998,102230.96870818576,1.0871672354044957,0.0837215999160794,86784.65210163701,120426.48913052354
SSB,1999,76013.32454201175,1.0618253408858662,0.060043458849386847,67581.31182652454,85497.38606378199
SSB,2000,120937.9755909385,1.057996062309119,0.056421437040805045,108286.62939587292,135067.40418122083
SSB,2001,199467.61057083952,1.0606325644119288,0.05891652022109552,177732.14822667715,223861.1757288607
SSB,2002,196790.35152676783,1.0660948609765786,0.06406790863115695,173590.09340212308,223091.31641699557
SSB,2003,186694.6900802363,1.0708440217351174,0.06852739010436805,163256.18829742383,213498.23040493886
SSB,2004,166692.61375936848,1.073646231185708,0.0711503494486558,145020.53674437222,191603.39704788954
SSB,2005,155221.77766459875,1.075478624325631,0.07286222194888964,134590.46585524885,179015.6539562828
SSB,2006,112386.19814991305,1.0857342058859354,0.08239578123024731,95652.46501933833,132047.38144529724
SSB,2007,70613.47931388572,1.0737335010546132,0.0712319384995404,61423.07812711393,81178.9902566196
SSB,2008,34285.0856034294,1.0762257524974463,0.07355946376017918,29687.645990519217,39594.48638028991
SSB,2009,30071.85730642034,1.0751411396892596,0.07254712997512673,26090.89902116314,34660.23156673089
SSB,2010,29082.203679260874,1.0717007847901887,0.06933000005410227,25391.259225065514,33309.67414200122
SSB,2011,27304.453232741675,1.0861480707293485,0.08277884046050654,23221.606848774947,32105.149794072408
SSB,2012,21476.673758811783,1.0795439043897446,0.07665087208340589,18484.904472836708,24952.658880127354
SSB,2013,13535.01486668039,1.0687692986761275,0.06658141193934275,11880.841348446418,15419.499517617465
SSB,2014,11900.838229450554,1.0710470729943036,0.0687176592359649,10402.886264058407,13614.48611169365
SSB,2015,16535.95050905267,1.0719986276320175,0.06960888252518838,14429.442825534834,18949.980435416022
SSB,2016,25341.62226760661,1.0729418227532685,0.07049157728545194,22075.279600875074,29091.265468211695
SSB,2017,31740.161229207264,1.0771785853873548,0.07444805063255382,27436.35274803237,36719.08741326128
SSB,2018,28439.717761606145,1.0785430411740617,0.07571929111004197,24522.51460424157,32982.65122533225
SSB,2019,18949.78555866615,1.0884838498302258,0.0849383662248107,16048.502940450822,22375.568241591056
SSB,2020,11901.474475115532,1.1008592472729712,0.0963132496932981,9858.434483355699,14367.909521635547
SSB,2021,3537.6265302163742,1.116400984872838,0.11044469961705007,2850.926960559155,4389.730652670313
SSB,2022,2259.7155234210272,1.2855272813296097,0.2551828309598944,1381.205675776611,3696.997729117234
Rect,1968,4432904.705048618,1.0622615210085533,0.06045527531459788,3937999.8745824527,4990006.284884845
Rect,1969,1251206.8137968672,1.0731602170931576,0.07069586393038722,1089501.0633917763,1436913.228903164
Rect,1970,2575243.3169344114,1.0692726404658515,0.06705383117662699,2258426.417888118,2936503.9697051104
Rect,1971,575034.1991964742,1.0736579439639198,0.0711613001296879,500262.0289250268,660982.2675450075
Rect,1972,814867.3117929287,1.0636595718977682,0.06177420038291765,722029.0356153027,919642.7055911615
Rect,1973,467692.82809385186,1.0636296445550708,0.0617459833386635,414431.1836226021,527799.5240088296
Rect,1974,746989.9743206707,1.0562476393510465,0.054763658035850954,671018.9055302856,831562.2959902013
Rect,1975,857136.8029874688,1.0479330855964322,0.04684540419894642,781982.6417709929,939513.820117166
Rect,1976,168454.6726432933,1.0494366530327226,0.0482816012635603,153253.22027722385,185163.98339967823
Rect,1977,37763.81473752461,1.068186662889701,0.06603431990348359,33183.980066702534,42975.72806708209
Rect,1978,50340.45316525973,1.063064474346246,0.06121297631637362,44654.09082327413,56750.93094859026
Rect,1979,148050.8217098757,1.0537523521228,0.05239336490593885,133611.57064479738,164050.50627868576
Rect,1980,25800.29557922364,1.0868961938320858,0.08347095344823774,21912.774608777432,30377.49732106816
Rect,1981,228223.02084375423,1.0582767244822473,0.05668731495698641,204242.3582744236,255019.3196117789
Rect,1982,538549.9920768563,1.0551777063938517,0.05374795153853329,484739.794409161,598333.574654214
Rect,1983,2812531.0836540367,1.0543042267549014,0.05291803941352053,2535624.273866164,3119677.9341676533
Rect,1984,120387.44821802204,1.078411646706852,0.07559693520961457,103830.42543992383,139584.68943029275
Rect,1985,242538.05585731406,1.0735226473451867,0.07103480014108307,211052.75633833505,278720.39939030557
Rect,1986,120769.15605969809,1.0853400229442147,0.08203081986158182,102860.42358559505,141795.9264306809
Rect,1987,206950.91856622527,1.0867206409176409,0.08330858120387513,175823.7521263015,243588.7198257422
Rect,1988,721488.8286330828,1.0913992152258125,0.08762807764166625,607831.2860023456,856399.0400460056
Rect,1989,792840.036950566,1.0720897660416424,0.06969420528712636,691725.2153166728,908735.5936620049
Rect,1990,130281.35754551705,1.068178620845321,0.06602676658417476,114483.07848045735,148259.74588725125
Rect,1991,202657.84345701447,1.0652251686010223,0.06324932288857696,179052.01945551217,229375.80731867824
Rect,1992,213833.21696059778,1.0590634433877444,0.05743224870634078,191086.0537288515,239288.23576314328
Rect,1993,35250.36994222701,1.0755581135257655,0.0729364240904465,30560.637693288398,40659.7726636036
Rect,1994,135408.00651565523,1.0682091334463535,0.06605542462476316,118981.39432033968,154102.48243669586
Rect,1995,181113.25626980374,1.0701645882548783,0.06789049157685256,158572.60855106625,206857.99329641566
Rect,1996,215548.1918331749,1.0711848502364414,0.06884674493902895,188369.7636456332,246647.98693464955
Rect,1997,281190.55666691525,1.077097396377711,0.07437236313838437,243098.42216278886,325251.5111171818
Rect,1998,129823.37992133953,1.0709956035114354,0.06866943283212913,113493.27176590833,148503.1642136797
Rect,1999,181065.25295682342,1.0624604389020904,0.060643031215813575,160791.48207013487,203895.28976428165
Rect,2000,1077768.8693301736,1.0566786609361851,0.05517256760532472,967382.7536612053,1200750.9243895914
Rect,2001,177632.08976870833,1.0691439916161138,0.06693310484508004,155815.8092458526,202502.93900417112
Rect,2002,145088.63548365992,1.0762951352677286,0.07362419191979895,125617.18207061873,167578.28666046797
Rect,2003,345746.1455054687,1.0729685738933097,0.0705166023712639,301167.3756636884,396923.4611433435
Rect,2004,803199.0132744969,1.0700349508917184,0.06776892872196118,703403.000837705,917153.685947915
Rect,2005,198459.41150158984,1.0810898430829698,0.07808829605677393,170334.96905355653,231227.55258301442
Rect,2006,374352.8927172518,1.073181556219164,0.0707158226117686,325958.8865402915,429931.7922367845
Rect,2007,85093.95350349724,1.075318097199456,0.07271235705173684,73805.27553285727,98109.25940696134
Rect,2008,153597.25565936157,1.0727416124638791,0.0703042673715232,133848.6836562535,176259.61123888157
Rect,2009,159992.49730644567,1.0699349183660571,0.06767511771193233,140139.39760902958,182658.12206333978
Rect,2010,36573.78171973715,1.0849242719064556,0.08164576326959606,31173.694129045973,42909.30371439799
Rect,2011,192061.6181976748,1.0805049858813103,0.077544705806875,165018.758444894,223536.19389899602
Rect,2012,102356.1927555649,1.0704250289936057,0.06813467069852513,89574.61031531692,116961.60506347037
Rect,2013,31184.805578440217,1.0722819422464147,0.06987409721766591,27198.096318167805,35755.88848530954
Rect,2014,75710.69439162525,1.0701391387106731,0.0678666282100332,66291.1271809676,86468.72498658889
Rect,2015,139887.8582942479,1.0684840769659334,0.0663136237780646,122855.80173322209,159281.1460434264
Rect,2016,342277.32424456347,1.067446053251675,0.06533850292999199,301176.522830377,388987.0484958058
Rect,2017,21658.456905280924,1.0865993369765015,0.08319637145786848,18404.868397519247,25487.210524207734
Rect,2018,95916.65904603183,1.07928611941482,0.07641100479864799,82593.81313957318,111388.55481833567
Rect,2019,40773.611647021826,1.0913598017744843,0.0875917565689862,34352.89651117328,48394.38811808576
Rect,2020,33762.9766820044,1.1041246824142024,0.09929633946449143,27805.247541780078,40997.24675051732
Rect,2021,21121.042826279507,1.1429415007867045,0.1342036512112262,16255.128315952616,27443.55143796291
Rect,2022,36778.88611220914,1.2269738914105157,0.2067093126171117,24631.14161951231,54917.73319119236
F,1968,0.22070572485733037,1.1659604130918944,0.1544545963644039,0.16334872215759486,0.29820262039028633
F,1969,0.21913064536192645,1.1689438228872742,0.15705641262880973,0.1613726847268615,0.297561138169138
F,1970,0.3221418300077713,1.1630165874215528,0.15188227190691514,0.23960788308530878,0.43310494339540645
F,1971,0.4232492671941167,1.1455320587097342,0.1364986788699648,0.3242978984570973,0.5523931639170211
F,1972,0.7305070050141564,1.1499879092574656,0.14043656565387122,0.5554791383129345,0.9606850150943406
F,1973,0.7457036167620597,1.117561227505886,0.11149300584147902,0.5997305732378982,0.9272061636774952
F,1974,0.6371198195315523,1.1053455396390752,0.10040970420518162,0.5235600231994878,0.7753106548496975
F,1975,0.560730317665286,1.1009671475543819,0.09641194109860847,0.46438458721627535,0.6770648677936854
F,1976,0.6334761617991568,1.0989934044211542,0.0946053373242857,0.5264794020432381,0.7622179443495771
F,1977,0.36470175698357965,1.1346435691147196,0.12682414144323192,0.2847182447283646,0.46715436755310724
F,1978,0.14307121407086246,1.1618690155417823,0.15087815636468938,0.1066219339303452,0.19198087617771914
F,1979,0.20640075964641322,1.1672851125996049,0.15561049042690417,0.15242173308173404,0.2794960582148223
F,1980,0.15687362682905143,1.165464212514067,0.15402136603891414,0.11620221468773065,0.21178025617354168
F,1981,0.17597569810561398,1.1538497794607323,0.1438397689460817,0.13293592540687751,0.23295016925617362
F,1982,0.16111550390166793,1.1552855555414636,0.14510273596040357,0.12141391931086605,0.2137992558417082
F,1983,0.1406649351175154,1.161111707533667,0.15021509726710153,0.1049627350339281,0.18851094119469158
F,1984,0.11987434916948406,1.1807065493259368,0.16726555627855455,0.08656266027883908,0.16600529076299897
F,1985,0.16861252592711118,1.1820970260018058,0.1684672969855763,0.12147651572010291,0.23403851955243304
F,1986,0.14840630672098573,1.1740268782627805,0.16147763779409166,0.10836421985656138,0.20324450177112338
F,1987,0.2115175456056039,1.1800279351452505,0.16667866767883324,0.15291148358378995,0.2925854294945939
F,1988,0.2391047545052979,1.1798848852483188,0.16655492088608848,0.1728960651199474,0.33066734970154515
F,1989,0.3388757140670899,1.2894501048031892,0.2583789096551337,0.20589771173215665,0.5577368908978754
F,1990,1.2078509330918827,1.1373159494777878,0.1292054748825036,0.938616831091857,1.5543125035099197
F,1991,0.36680999615580584,1.1448046131557046,0.1358546386266211,0.2814036918539678,0.47813719995417014
F,1992,0.333019552939672,1.1674418418828414,0.15574718109115054,0.24586179943455055,0.4510746398797979
F,1993,0.5354141134810004,1.192302970850281,0.17725582826528202,0.3792929574230183,0.7557964557589449
F,1994,0.31148817705652787,1.1385540396340361,0.130307193731433,0.24154076951962616,0.40169154316665023
F,1995,0.23022953032034035,1.1417622321091188,0.13315753606217035,0.17754759012197785,0.29854326152840965
F,1996,0.3931832283179363,1.1394120487873445,0.13107013004462728,0.30444065151298944,0.5077937202611671
F,1997,0.6235304049865545,1.1513377375306009,0.1416271002143288,0.4730450146512446,0.8218883064000467
F,1998,0.5791539571132216,1.1743042337407432,0.16171846086486041,0.42269441829153764,0.7935266980709466
F,1999,1.3126179606175858,1.1237127267110785,0.11703596381294028,1.0443733466922243,1.6497605152342387
F,2000,0.45690769039914764,1.1725616694366037,0.1602047035262158,0.33444522461119114,0.6242117458504077
F,2001,0.4317599806069733,1.1688495446210023,0.15697427106504247,0.3180079274620731,0.5862013640397903
F,2002,0.3289466203597709,1.139531341719119,0.13117616795324652,0.254650171907563,0.4249197172558499
F,2003,0.4122044218881966,1.1385089183601471,0.13026705936891936,0.31966512567703653,0.5315327565505161
F,2004,0.7319077707641657,1.1316422598352984,0.12414427455757737,0.5743654981974329,0.9326621926041112
F,2005,0.9566116602733792,1.126187901837261,0.11925920408635754,0.7578447531353817,1.2075109905887496
F,2006,0.9961204329230178,1.1291586112119625,0.12192224594720172,0.7850802369563823,1.2638910905890863
F,2007,2.059361554066219,1.0869040752849641,0.08347824261622937,1.7490374902415444,2.4247450577976744
F,2008,1.2481976872231761,1.1058331052671542,0.10085404915797878,1.0248336008774355,1.5202443255718485
F,2009,1.4477447452748702,1.095361123797033,0.09127334482003059,1.2110471970451346,1.7307045114220139
F,2010,1.5908303387226597,1.0905016970416204,0.08680069591934238,1.342386519540499,1.8852552001689713
F,2011,0.8975686402698618,1.1525479037596351,0.14269351852264367,0.6795450922594835,1.1855423181958027
F,2012,2.7117176299748507,1.0936156329307143,0.08966876560676372,2.275469576741538,3.2316022063658942
F,2013,2.09490939558372,1.088375060275713,0.08483787568658133,1.7745185735180344,2.473147050247172
F,2014,0.8911320360149987,1.1107703125575838,0.10534426837167918,0.725304117121662,1.0948735666407812
F,2015,1.0123232461579783,1.1271167915908065,0.12009250995958361,0.8006855640540269,1.2799011256342292
